"id","createdAt","processingDuration"
"121345","2023-07-31 08:03:02.145259","221.852454"
"121346","2023-07-31 08:03:03.139865","248.667379"
"121347","2023-07-31 08:03:04.156817","259.271584"
"121348","2023-07-31 08:03:05.14155","261.387677"
"121349","2023-07-31 08:03:06.1413","264.197795"
"121350","2023-07-31 08:03:07.144509","256.286491"
"121351","2023-07-31 08:03:08.155125","247.190504"
"121352","2023-07-31 08:03:09.145771","245.745425"
"121353","2023-07-31 08:03:10.143206","244.998723"
"121354","2023-07-31 08:03:11.14953","238.735758"
"121355","2023-07-31 08:03:12.136674","232.561679"
"121356","2023-07-31 08:03:13.155894","241.844919"
"121357","2023-07-31 08:03:14.152008","227.83769"
"121358","2023-07-31 08:03:15.14008","238.077067"
"121359","2023-07-31 08:03:16.146314","254.711009"
"121360","2023-07-31 08:03:17.148473","209.211895"
"121361","2023-07-31 08:03:18.142323","230.100914"
"121362","2023-07-31 08:03:19.152152","215.685185"
"121363","2023-07-31 08:03:20.15438","239.045072"
"121364","2023-07-31 08:03:21.150666","184.77139"
"121365","2023-07-31 08:03:22.155713","224.948955"
"121366","2023-07-31 08:03:23.145834","277.193188"
"121367","2023-07-31 08:03:24.144402","277.222194"
"121368","2023-07-31 08:03:25.143214","283.613567"
"121369","2023-07-31 08:03:26.155683","240.328605"
"121370","2023-07-31 08:03:27.1414","285.631369"
"121371","2023-07-31 08:03:28.155568","252.307216"
"121372","2023-07-31 08:03:29.141148","281.867528"
"121373","2023-07-31 08:03:30.150643","245.741935"
"121374","2023-07-31 08:03:31.139774","256.269028"
"121375","2023-07-31 08:03:32.152515","242.197264"
"121376","2023-07-31 08:03:33.141947","259.574419"
"121377","2023-07-31 08:03:34.135553","301.023602"
"121378","2023-07-31 08:03:35.157842","258.386623"
"121379","2023-07-31 08:03:36.149183","272.290155"
"121380","2023-07-31 08:03:37.148589","299.146928"
"121381","2023-07-31 08:03:38.147503","297.935728"
"121382","2023-07-31 08:03:39.143787","302.489226"
"121383","2023-07-31 08:03:40.156078","297.465389"
"121384","2023-07-31 08:03:41.144598","297.406197"
"121385","2023-07-31 08:03:42.149806","297.911249"
"121386","2023-07-31 08:03:43.139437","292.239186"
"121387","2023-07-31 08:03:44.151924","290.133347"
"121388","2023-07-31 08:03:45.138583","155.191132"
"121389","2023-07-31 08:03:46.140777","248.879098"
"121390","2023-07-31 08:03:47.141753","291.801188"
"121391","2023-07-31 08:03:48.143866","265.340332"
"121392","2023-07-31 08:03:49.152718","292.558441"
"121393","2023-07-31 08:03:50.146624","120.823202"
"121394","2023-07-31 08:03:51.133332","289.275647"
"121395","2023-07-31 08:03:52.139798","289.786914"
"121396","2023-07-31 08:03:53.1524","288.804777"
"121397","2023-07-31 08:03:54.150437","147.815764"
"121398","2023-07-31 08:03:55.144487","282.708482"
"121399","2023-07-31 08:03:56.147307","276.824742"
"121400","2023-07-31 08:03:57.142103","66.917546"
"121401","2023-07-31 08:03:58.145749","144.659104"
"121402","2023-07-31 08:03:59.138349","44.590688"
"121403","2023-07-31 08:04:00.143171","46.121049"
"121404","2023-07-31 08:04:01.151201","72.138849"
"121405","2023-07-31 08:04:02.151801","120.14611"
"121406","2023-07-31 08:04:03.142089","210.78933"
"121407","2023-07-31 08:04:04.140223","107.262778"
"121408","2023-07-31 08:04:05.137821","142.335318"
"121409","2023-07-31 08:04:06.143603","191.34117"
"121410","2023-07-31 08:04:07.145694","60.058759"
"121411","2023-07-31 08:04:08.140463","204.226932"
"121412","2023-07-31 08:04:09.144688","109.033058"
